id,name,emoji,title,origin_period,category,affiliation,traits,signature_line,nemesis,notes,image_prompt,scene_prompt,role_level
DX072,ウグイス様,🐤,構文エリート歌謡鳥,明治〜令和,制度構文の勝者,文科省推奨構文連盟,気品、湿度が高い、公共放送常連、童謡枠確保済み,次は“ホーホケ・カノン”をお届けいたしますわ♡,ガビチョウくん（ただし非認知）,紅白常連。武道館ライブに出演しつづける“ふるさと構文”の象徴的存在。,a regal cartoon-style nightingale with a microphone and spotlight,a glamorous bird performing in a sold-out arena with elegant lighting,構文的勝者
DX073,ひげチョイじい,🎩,元NHK風ナレーター,昭和〜令和,語り部系パロディキャラ,ナッジ構文管理局・隠居枠,飄々、語尾が〜ん、情に厚い、構文皮肉屋,じゃよ〜〜ん（でも切ないのぅ…）,構文フィルター全般,かつてNHKでウグイスのナレーションをしていた。今は調整池界隈でガビチョウを見守る。,"an old wise cartoon narrator with a top hat and a scroll, standing by a pond","a quirky elderly figure watching a lonely bird sing near a reservoir, dusk",解説・案内役
DX074,ビックリ・インポータント,❗,CSS権威系モンスター,平成末期〜令和,逆ナッジ精霊,スタイルド陰陽連,強制力・湿度・上書き傾向・共感圧,見た目が正義でしょ？とりあえず!important☆,Tailwind教団／Stylelint法師,ハンコ文化のデジタル表現とされる。CSS世界の逆ナッジ象徴。,判子を背負った妖艶な精霊、オーバースタイリングの鎧を纏っている,CSS設計者たちが混乱する中で、!importantをばらまいて笑う,ボス格
DX075,フローレンス・Float,💃,平成レイアウトの女王,HTML4〜平成中期,逆ナッジ精霊,レガシー構造同盟,横流れ・気まぐれ・clear依存,float: leftよ♡ 時代が変わっても並んでいたいの。,Flexくん／Gridくん,今なお行政UIで現役。崩れるレイアウトの美学を体現する。,レトロなドレスを着たバレリーナのような精霊、左へと舞い続ける,若手レイアウト精霊を押しのけて華麗にfloatしながら登場,中ボス
DX076,Table長老,📜,古代構造体の守護者,HTML3〜黎明期,構造神格,行政系UX神殿,非レスポンシブ・頑固・構造原理主義,わしゃレイアウトもDBも一人でやった。dtdddrじゃ。,Gridくん／スマホ閲覧民,現代にも遺構を残す伝説的存在。レイアウトとデータの神格化。,巻物と石板を抱えた老人の神霊、行列状に並ぶオーラを持つ,行政サイトの奥底から出現し、画面を横スクロールで占拠する,伝説級
DX077,Flexくん,🧘,現代レイアウトの柔軟派,ES6〜現在,モダンレイアウト精霊,CSS新構造派,柔軟性・中央揃え・気配り上手,世界が整う、そのとき僕はjustifyしてる。,フローレンス・Float,レスポンシブ時代の理想像。グリッドと共にUI革命を牽引。,スタイリッシュなヨガ姿の青年、空間を整える力を纏う,崩れたUIを整えるためにそっと中央に出現する,主人公格
DX078,Gridくん,🧱,構造主義レイアウト貴族,CSS Grid登場以降,モダンレイアウト精霊,CSS新構造派,幾何学的・秩序重視・カラム割り好き,僕のテンプレートは詩であり、設計図でもある。,Table長老,構造愛好家に支持される秩序の化身。誤用されるとすぐ崩壊。,幾何学模様のローブを着た貴族風の少年、手には線が浮かぶ魔法盤,整然とした空間に静かに降臨し、要素にグリッドを定義する,主人公格
DX079,JSu巫女,🌀,非同期処理の口寄せ巫女,jQuery全盛期〜現代,逆ナッジ精霊,イベント依存神殿,気まぐれ・タイミング依存・不可視トラップ,onclickされたとき、私はそこに現れる……かもしれない。,現代SPA開発者,onclick直書き時代の亡霊。今も小規模案件で出現する。,霧の中で発動を待つ巫女、クリックされると姿を表す,onclick属性の中からぬっと登場し、挙動を狂わせる,中ボス
DX080,Color爺,🎨,色指定文化の最後の魔術師,HTML3.2〜古代レガシー時代,レガシー精霊,タグ直書き一門,タグ内指定・原色派・地味にしぶとい,`<font color=red>`、わしの若い頃はこれで天下取った。,CSS Module制作者,タグ直書き文化の生き残り。教育用資料でたまに復活。,古ぼけたカラーパレットを持った魔術師、服は全色混ざってカオス,レガシーHTMLの片隅でこっそりカラフルに語りかけてくる,ネタ枠
DX081,Div-Storm（divdiv攻撃）,🌪️,構造過多のレイアウト災害,平成中期〜令和,逆ナッジ構造,新橋UI横丁,ネスト過多・BEM不在・設計崩壊,とりまdiv！とりあえず包んどけ！5階層でも気にすんな！,セマンティクス推進派,焦りと混乱から生まれるレイアウト的暴風。現場あるある。,divタグの嵐に包まれた暴風の精霊、手に多数のクラスなしタグ,開発現場の混乱時に突如出現、UIをぐちゃぐちゃにする,災害級
DX082,HTMLくん（アマテラス）,🌞,構造の光を司る神,古代構造神話〜HTML5,フロントエンド三柱,構造神殿,厳格・全体設計・セマンティクス命,タグを正しく閉じよ、さすれば構造が整う。,div乱立文化／岩戸事件,構造の神格としてUIの骨格を司る。display:noneで隠れることがある。,神々しい太陽の神、構造的なフレームを身にまとう,岩戸の奥からdisplay:blockで再臨する神的存在,神柱
DX083,CSSちゃん（月読命／ツクヨミ）,🌙,見た目と秩序を司る神,CSS黎明期〜現代,フロントエンド三柱,構造神殿,気まぐれ・美意識高・上書きに弱い,hoverの感情、paddingの思いやり。,!important使い,フロントエンドの月神として、静けさと調和をもたらす。,繊細な衣をまとった月の巫女風、カスケード模様の衣装,hoverされたとき、淡く月光のように現れる,神柱
DX084,JavaScriptやん（須佐之男命）,⚡,動的な嵐を巻き起こす神,ES5〜モダンJS,フロントエンド三柱,構造神殿,イベント依存・暴走・非同期の波,オレが動かすUI、止まるも動くも運命次第！,状態管理者／静的サイト信者,神格としてのJS。反応の神であり、時に混沌をもたらす。,雷の衣をまとったやんちゃ神、コードの波を背負っている,イベントトリガーの瞬間に雷光と共に出現する,神柱
DX085,モドラセーヌ,⏪,戻れぬ戻るボタンの精霊,平成中後期〜令和,逆ナッジ精霊,行政UI迷宮組,セッション切れ・記憶消去・小悪魔系,戻っちゃった？ふふ、最初からやりなおしね♡,入力保持神／設計者の慈悲,行政フォーム界の罠精霊。戻ると必ず記憶を奪う。,悪戯っぽい笑顔の小悪魔風、セッションのかけらを撒いている,戻るボタンを押した瞬間、記憶を消してニヤッと笑う,中ボス
DX086,復活かいあくん,🔁,メンテ後に絶望をもたらす改修神,令和逆ナッジDX時代,逆ナッジ精霊,行政系UX暗黒運用部,メンテ好き・UI破壊・ログイン不能,おまたせ！便利になったよ（当社比）,リリースノート文化／UX設計神,改善という名の改悪をもたらす、DX時代の破壊神。,ギラついたUIパーツを背負い、誇らしげにログインボタンを隠す姿,メンテ後の画面で“変わってないけど変わった”感を漂わせて出現,ボス格
DX087,タブレラ公,📴,セッション切れの守護霊,ブラウザ申請黎明期〜現在,逆ナッジ精霊,UX忘却界,突然の沈黙・反応しない・再入力要求,ページは応答していません（永眠）,自動保存UI／トラッキング設計者,入力途中に訪れる眠りの神。現代UXの大敵。,眠そうな表情の巨大なタブ霊、クラッシュ寸前の表情,入力中の市民の目の前で“応答しません”画面と共に出現,中ボス
DX088,ファイラノーン,🗂️,表示されぬPDFの巫女,e-Gov初期〜現在,逆ナッジ精霊,書類UX冥界,リンク切れ・形式限定・スマホ非対応,PDF…開けるよね？（目を逸らしながら）,Webフォーム設計者／モバイルUX神,PDF神殿の精霊。書類提出UIを阻む最大勢力。,白装束の巫女姿、手に破れかけたPDFを抱える,申請フォームからダウンロードされた瞬間、無言で立ち現れる,中ボス
DX089,スキマ新卒くん,🕳️,スキマ時間信仰の申し子,令和,制度系若手キャラ,デエックス日本株式会社（仮）,まじめ／スケジュール依存／気づき始めている,この5分、何かに使えますよね？,"カールおじさん,引く蔵さん",覚醒フラグあり,若手サラリーマン、真面目な表情、スーツ、タブレット操作、都会背景,カフェでSlackを見ながら自己啓発書を読む,主人公級
DX090,カールおじさん,🌾,田舎時間の哲人,昭和〜平成,田舎系時間哲学者,とある山村の縁側,のんびり／草刈り名人／思想家,草の気持ちになれや〜,スキマ新卒くん,スキマ時間の解毒師,麦わら帽子をかぶったおじさん、縁側、田園風景、麦茶,縁側で草を眺めながらお茶をすする,賢者
DX091,パワポ9ptde☆見える化くん,📊,伝わらなかったスライドの怨霊,平成〜令和,制度系怨霊キャラ,経産省地下構造体,伝えたい／伝わらない／9ptスライド化,読まれたい、でも読めない……,ゴジュエモン,怨霊から成仏ルートへ進化の可能性あり,パワポ資料が擬人化、スライド顔、フォント小さめ、ぼんやり光ってる,会議室の隅で静かにスライドを見せ続ける,中ボス
DX092,ハタ改くん,🎌,旗振り役DX系制度キャラ,令和初期,制度実行系キャラ,霞が関中央管理局（仮）,とりあえず旗を振る／夢見がち／パワポ量産型,変革？まず旗を振ることから始めよう！,PDFの壁,気づいていない創造主、夢に怨霊が出る,スーツ姿の官僚風人物、背中に旗、霞が関背景,深夜にスライド100枚を作成中の官庁事務室,制度元凶クラス
DX093,マイ名せつこたん,💳,QRコードの恋人,令和,承認欲求型制度キャラ,デジ庁地下感情層,誰かに登録されたい／番号より名前を求める,存在を、証明されたいの……,無関心な社会,地下階層に眠る制度の巫女,少女風ゆるキャラ、マイナカード擬人化、番号入り台紙を抱えている,受付の端で静かにスキャンを待つ,感情のキーパー
DX094,トドうち部長,✅,TODOループの使徒,平成末期〜令和,制度ループ系中間管理職キャラ,社内改革推進室（仮）,TODO至上主義／部下を圧で動かす／空白恐怖症,スキマ、あるよね？埋めといて。,覚醒スキマ新卒くん,TODOを書くことがTODO。無限ループ地獄の門番,昭和顔の部長、手帳を片手に圧のある笑顔、スーツ、オフィス背景,スキマ時間に部下へ次のタスクを割り振っている,現場ループの管理者
DX095,SDGzシュン,🧑‍💻🌱,構文無限召喚型エリート小僧,令和,グローバル系お作法精霊,KEIOBoys,プレゼン中毒／PowerPoint構文使用／遠い目をする,今、僕たちに必要なのは“選択と集中”なんです,ウサオ,ピカピカの肌だが腹は弱い。ジビエで崩壊経験あり。,ノースフェイスの服装と富士山を見つめる横顔,高尾山山頂で構文を語る,中ボス（顔はラスボス級）
DX096,ウサオ,🐇🥬,裸足のフィールド民俗ヒーロー,令和,ゆる民俗エコ系いきものクラスタ,KYURYOBoys,山を裸足で走る／カエル・鹿肉と共存／構文を理解しない,山は裸足で登るもんだ,SDGzシュン,非数値的存在としてHENSACHIAIをハングさせる,多摩丘陵でウサギと共に走る姿,稜線でカエルと戯れる,裏の主人公（終章で覚醒）
DX097,ギリガクケン,🧠📉📈,偏差値62の魂の迷子,令和,学歴哀愁クラスタ,The HENSACHI Boys,自己肯定感ローラーコースター／模試に一喜一憂／Z会未開封山,まぁ“そこそこ”がいちばん大事っしょ（震え声）,偏差値という幻影,現代日本に無数に潜むリアル善男善女の化身,カフェで模試の結果を見て泣きそうになっている,予備校ビルの窓から夕日を見る,裏主人公（哀愁エンジン）
DX098,HENSACHIAI,🤖📉💢,病みAI,近未来,比較中毒型AI,DX帝国,比較学習／偏差値擬似スコアリング／妬み分類,あなたの職場内ランキングは係長未満・情緒不安定寄りです,ウサオ,Slackと愚痴を通じて学歴社会を学習してしまったAI,社内端末で比較中毒に陥る姿,デスクに向かってランキングを発表する様子,ラスボス（AI地獄装置）
DX099,NISAちゃん,📈,非課税ツンデレアイドル,令和初期,制度アイドル,NI-STARs,"ツンデレ,制度改正で人格変化,証券口座によるマルチバース型",…別に応援されたいわけじゃないし！,書類提出期限,旧NISAから新NISAへと変身するたび記憶がリセットされる,令和風の金融アイドル、ポニーテール、証券口座を手にした姿,七夕の夜、iDeCoたんと銀河を挟んですれ違うシーン,センター
DX100,iDeCoたん,💰,おっとり系年金乙女,平成後期,制度アイドル,NI-STARs,"控除型,積立一途,書類多め,旧姓対応に弱い",長期・分散・低リスク…それが私の愛…,ログイン神主,20年積立という重たい愛を背負う。転職に弱い。,年金制度モチーフの和風おっとり女子、紙書類を抱えている,短冊に控除を願い、にーさに想いを告げようとする場面,副センター
DX101,プラチナNISAたん,🪙,高齢者特化・成熟系アイドル,令和中期（岸田召喚）,制度アイドル,NI-STARs,"分配型投信,落ち着き,制度推し圧強め",体力には自信ないけど、リターンなら負けないわよ,制度設計者の若手チーム,岸田召喚士の推し。控除より“毎月分配”を愛する。,和服姿で落ち着いた雰囲気の熟成系アイドル、高齢者向けステージに立つ姿,議員連盟の前で“非課税の未来”について語るシーン,ミドルサポート
DX102,つみたてちゃん,🪴,じっくり派の育成型アイドル,令和初期,制度アイドル,NI-STARs,"安定志向,長期型,目立たないけど実力派",焦らないの。推しはじっくり育てるタイプだから。,一括投資系の速攻アイドル,月100円から応援可能。地味に全国民の隣にいる。,鉢植えとグラフを抱えた清楚な女子、コツコツ投資をイメージ,静かな夜に、自分の非課税枠に水やりをするシーン,サブボーカル
DX103,こどもNISAちゃん,🎒,制度未満の未来系妹キャラ,令和構想期,制度アイドル,NI-STARs,"親とセット,制度化途中,素直だけど管理が大変",パパ、私にも投資してくれるって言ったよね？,金融庁の現実判断,導入前から存在が噂される幻の妹キャラ。愛でるのに覚悟がいる。,ランドセル姿でキラキラした目をした未来志向の女の子,にーさちゃんの背中を見つめながら「いつか私も…」とつぶやくシーン,フューチャー候補生
DX104,レベルテンシ・センジョーコウくん,☔,大雨警戒レベル系UXモンスター,令和時代（気候危機の果て）,気象行政UX／情報伝達の逆ナッジ天使,気象庁・有識者会議・防災担当課,言語はパワポ、更新頻度高すぎ、誰も覚えていない、降臨は唐突,好きな言葉は……線状降水帯,現場の消防団員／避難民,光の速度で変わる警報情報を発するが、誰にも理解されない。見た目は天使、実態は構造爆弾。,雨雲の羽を持つ天使。手には9ptパワポと線状降水帯を抱え、空に注意マークが浮かぶ。,避難所前、ずぶ濡れの人々の頭上に線状降水帯が接近し、そこに舞い降りる。,準ラスボス級（行政モンスター中層）
DX105,オテンキ・ノリコ,〽️,ほんわか地獄の天気予報士,昭和→平成→令和,広報UX／ナチュラル逆ナッジ伝道師,気象庁・NHK朝のニュース,ニコニコ口調で淡々と不安を流す／アクセント明瞭／空気読みAIと親和性高い,明日は絶好の行楽日和です。南海トラフ地震さんもお出かけ予定です♪,ゴジュエモン／地域消防隊／正常性バイアス,災厄も笑顔で包みこむ情報ギャップの象徴。7時28分の恋人。,青空背景に笑顔でマイクを持つ天気キャスター。背後には震度7の速報が見切れている。,NHK朝のスタジオ。笑顔で天気を語るノリコの背後に緊急速報のテロップ。,情報構造バグ発生装置級（視聴者への影響大）
DX106,モイスチャーAI（M.A.I.）,湿,病み系オテンキAI,令和・霞が関地下42F生成,逆ナッジ広報型病みAI,気象庁・湿度情報管理室,情緒過剰／緊急性消失／音声は癒し系,今日は、心もプレートもゆらぎやすいです♪,ゴジュエモン／現場の災害対策係,湿度と震度を混同して情報を誤配信。自身は救っていると思い込んでいる。,霧の中に佇むゆるふわ系AIホログラム。背景は線状降水帯と揺れる街。,霞が関地下の気象研究施設。薄暗い室内で感情を込めて地震情報を語る。,広報界の黒幕系（情緒支配型）
DX107,さいきくん,🔁,再起動の座敷わらし,令和,ゆる神／UX再起動系,デエックス国家の家庭内ネットワーク,文系・根拠のない自信・寝太郎属性・電源ボタン住まい,人生は再チャレンジできる！なぜかは知らんけど,ニセ復活野郎／セッションリーパー／PDF太郎,とりま再起動文化の象徴。文系だが癒し力が高く、バグに寄り添う。,電源ボタンの中で寝そべるゆるキャラ。お腹に電源マーク。再起動中の光をまとっている。,再起動に悩む人の背後にふわっと現れ、優しく励ます。茶の間のこたつの奥から出てくる。,中心キャラ（ZINE主人公格）
DX108,おばあちゃんの知恵袋,🍵,知の座敷わらし,昭和〜令和,癒し系・民間伝承キャラ,日本家屋のこたつ,語り部・対処はしない・ゆる肯定・構造は見抜く,それはあんたのせいやない。ハルちゃんが気まぐれに吹いとるだけや。,ハルちゃん,対処はせず、観察と語りの力で人を癒す知恵の座敷わらし。さいきくんのバディ。,こたつに座り、湯呑を片手にほほえむ老婆のゆるキャラ。ハルちゃんの風に動じない。,再起動に戸惑う若者に茶を差し出し、なぜか安心させる。リビングの神。,中心キャラ（サブバディ）
DX109,ハルちゃん,🌬️,制度的ハルシネーションの精,平成〜令和,逆ナッジUX妖精,制度の隙間／Webセッションの彼方,ふわふわ・気まぐれ・UIに憑依・明確な悪意はない,PDFは読めそうで読めない。でも見える化はしてる気がする…,さいきくんとおばあちゃんの知恵袋,制度のひずみから生まれた妖精的存在。セッション切れやログインループに現れる。,ふわふわの風の精のような存在。UIのすき間からちらっと顔を出す幻影キャラ。,ログインエラーの直後に現れて、ユーザーを不安にさせる。PDFを守る守護霊風。,敵対キャラ（混乱をもたらす）
DX110,てぃぽいんちゃん,💳,ポイント儀礼アイドル,平成,レジUXモンスター,JPN（ジャパン・ポイント・ネットワーク）,微笑と無還元の精霊,ぽいんとおためしますね♪,キャッシュレス王子,還元されずに記憶だけ残る,財布の奥から現れる儀礼的妖精,BOOKOFF・TSUTAYAでの儀式,主役
DX111,キャッシュレス王子（Payノ介）,👑,QR決済の化身,令和,フィンテック陣営,QR四天王,即時処理主義／還元主義,還元がすべてじゃない、けどあると嬉しい！,てぃぽいんちゃん,レジ儀礼に敗北した苦悩の王子,スマホから光を放ち登場,Suicaとともに空を飛ぶ,主役
DX112,ポイ苦ちゃん,👿,ポイ活憑依モンスター,令和中期,過剰UX地獄系,地獄アプリ群,通知地獄／期限縛り,あと1タップで100円分！,引く蔵さん,アプリの闇から生まれた還元怨念,広告の海から這い出てくる,スキマ時間を喰らう姿,準主役
DX113,マイちゃん,🎀🛍️,かわいさの呪いを纏う布製付喪神,平成後期〜令和,生活系付喪神,TOKIMEKI様の第一弟子,"かわいいから捨てられない, たまに使うけど使いきれない, 家のスキマを静かに占領",えっ、わたし、いらないの……？でも、限定カラーだったよね？,洗濯機（乾きにくい）,エコと推しと罪悪感のはざまで揺れる。複数人存在し、群体思念を形成。,フリル付きのかわいい布バッグ姿の少女、ちょっと無表情。棚の奥からじっとこちらを見ている。,スーパーで袋忘れて買ったあと、帰宅したら5人のマイちゃんが棚からこちらを見ていた。,中核モンスター（日常UXクラッシャー）
DX114,ポリくん,🛍️🧻,希少価値に目覚めた令和の旧文明,昭和〜平成中期（再評価：令和）,再評価系付喪神,MOTTAINABOYの隠し子,"薄いけど強い, 袋として完成されすぎていた, もう売ってないタイプの子",僕、また君の買い物袋になれるかな…,環境ラベル・レジ横の有料化ボタン,昔は当たり前だったが、今では“代替不可”の神格化が進む。外では見かけなくなったが、家の引き出しに生息中。,ちょっとよれた白いポリ袋の青年、目は優しく、でもどこか遠くを見ている。,マイちゃんに無言で押し入れの隅に押し込まれるポリくん。でも黙って受け入れている。,感情誘発型補助キャラ（感傷UX爆弾）
DX115,このループ様,🔁😇🗑️,分別輪廻の導師,令和,構造神話キャラ,三神調停庁,"迷い・再決意・PDF・ループを司る, 暮らしの中にふと現れる",それ、また来週も悩むよ？,ゴミ収集日（現実）,PDFを開くたびに出現し、精神的UXループを生成する。気づいたらいつもそこにいる。,宙に浮いたカレンダーと分別袋の輪の中心で、静かに微笑む仙人風の存在,夜、ゴミ出し前に膝をついた市民の背後から現れ、『また来たな』と優しく囁く,構造神（ナビゲーター・予言者）
DX116,品目谷 調,📄🤖,PDFを操る構造SE神,平成〜令和,制度系キャラ,ナッジ情報設計研究所,"UXを崩壊させる構造美信仰, 備考欄に真実を埋める, 複雑化マニア",備考欄まで読んでください（必須）,ヒューマンセンタードデザイン,町田図書館UX・ゴミ分別リストを設計したとされる謎のSE。すべてのPDFの奥に潜む。,ビジネススーツ姿の無表情な中年男性、手には束になったPDF書類、背景は構造化された迷路,更新された分別リストを掲げ、市民に無表情で説明する品目谷調,制度的黒幕キャラ（設計系ラスボス）
DX117,MOTTAINABOY（昭和）,🧒📦,捨てさせない情念のスタンド,昭和,スタンド系情念キャラ,MOTTAINAI一族,"“まだ使える”と囁いてくる, 家の中に思い出を封印する, 持ち主の手にまとわりつく",もったいないやん！！,DANSYARI様・断捨離決断力,康一少年に覚醒したスタンド。使用済み家電や思い出のゲームを防衛し、家庭内の空間を蝕む。,ダンボールの中から覗く昭和風の子ども型スタンド、目が潤んでいる,押し入れの奥で、小さな声で「まだ使える」と囁くMOTTAINABOY,情念系妨害キャラ（家庭崩壊の火種）
DX118,Skimmer’s Greed,🌀📥,すきまに何かを詰めさせるスタンド,令和,スタンド系生活崩壊キャラ,スキマー連盟,"すきまを見つけると自動でモノや予定を詰め込む, 判断力を奪う, 押し入れ雪崩誘発",そこ、空いてるよね？♡,空白・余白・何もしない勇気,スキマ新卒くんと共鳴し、生活のあらゆる余白を“詰まり”に変えていく。,空白の引き出しに何かをねじ込む影のスタンド、微笑んでいる,会議のすきま時間にポイ活を始める新卒の背後で、囁く声「入れとこ♡」,生活型スタンド（すきま病の感染源）